	locale	id_specialization	name	description	description_after	medical_dictionary	tokens
1346	en-US	292	Osteoarthritis knee 			"<p><strong>Osteoarthritis</strong> or osteoarthritis is a degenerative disease that causes loss of cartilage covering the joint surfaces so that disappears the joint space. Among the different types of arthritis, the elbow is rare. In most cases it is due to the realization of excessive exercise, previous trauma, or injury. For a long time, degenerative osteoarthritis has no symptoms and clinical presentation may be variable, with a loss of more or less painful mobility. In the initial phase of the disease, treatment of osteoarthritis seeks to alleviate the symptoms by rest and the administration of pain medications, but if it fails, you can opt for surgery.</p>
"	['osteoarthr', 'osteoarthr', 'degen', 'diseas', 'caus', 'loss', 'cartilag', 'cover', 'joint', 'surfac', 'disappear', 'joint', 'space', 'among', 'differ', 'type', 'arthriti', 'elbow', 'rare', 'In', 'case', 'due', 'realiz', 'excess', 'exercis', 'previou', 'trauma', 'injuri', 'long', 'time', 'degen', 'osteoarthr', 'ha', 'symptom', 'clinic', 'present', 'may', 'variabl', 'loss', 'less', 'pain', 'mobil', 'In', 'initi', 'phase', 'diseas', 'treatment', 'osteoarthr', 'seek', 'allevi', 'symptom', 'rest', 'administr', 'pain', 'medic', 'fail', 'opt', 'surgeri']
1350	en-US	293	Fractured elbow 			"<p>&nbsp;</p>

<p>The elbow fracture occurs when there is a break in one or more of the bones of the elbow. The main cause of this injury is usually a trauma to the elbow bones, which can be caused by a fall on an outstretched arm, fell directly on the elbow, a direct blow or twist exceeds the normal range of motion. Other factors that increase the options of having an elbow fracture are advanced age, reduced muscle mass, osteoporosis and excessive practice of certain sports. The general symptoms of an elbow fracture is pain, swelling and bruising around the elbow, numbness in the fingers, hand or forearm; decreased range of motion; and visible bulge. The course of treatment varies with the severity of the injury, but may require surgery.</p>
"	['elbow', 'fractur', 'occur', 'break', 'one', 'bone', 'elbow', 'main', 'caus', 'thi', 'injuri', 'usual', 'trauma', 'elbow', 'bone', 'caus', 'fall', 'outstretch', 'arm', 'fell', 'directli', 'elbow', 'direct', 'blow', 'twist', 'exce', 'normal', 'rang', 'motion', 'factor', 'increas', 'option', 'elbow', 'fractur', 'advanc', 'age', 'reduc', 'muscl', 'mass', 'osteoporosi', 'excess', 'practic', 'certain', 'sport', 'gener', 'symptom', 'elbow', 'fractur', 'pain', 'swell', 'bruis', 'around', 'elbow', 'numb', 'finger', 'hand', 'forearm', 'decreas', 'rang', 'motion', 'visibl', 'bulg', 'cours', 'treatment', 'vari', 'sever', 'injuri', 'may', 'requir', 'surgeri']
1356	en-US	294	Elbow Arthroscopy 			"<p><strong>Arthroscopy</strong> is a minimally invasive surgical technique that allows direct look inside joints and treat some lesions without opening the affected areas. Furthermore, arthroscopy allows faster patient recovery. To perform this surgery, video cameras, lenses small and small-caliber instruments that can be introduced into the joints without causing damage are used. Among the different types of arthroscopic elbow arthroscopy there, used to treat injuries such as epicondylitis or tennis elbow, elbow bursitis, sequelae of fractures, moderate stiffness, elbow synovitis and articular loose bodies.</p>
"	['arthroscopi', 'minim', 'invas', 'surgic', 'techniqu', 'allow', 'direct', 'look', 'insid', 'joint', 'treat', 'lesion', 'without', 'open', 'affect', 'area', 'furthermor', 'arthroscopi', 'allow', 'faster', 'patient', 'recoveri', 'To', 'perform', 'thi', 'surgeri', 'video', 'camera', 'lens', 'small', 'instrument', 'introduc', 'joint', 'without', 'caus', 'damag', 'use', 'among', 'differ', 'type', 'arthroscop', 'elbow', 'arthroscopi', 'use', 'treat', 'injuri', 'epicondyl', 'tenni', 'elbow', 'elbow', 'bursiti', 'sequela', 'fractur', 'moder', 'stiff', 'elbow', 'synov', 'articular', 'loos', 'bodi']
1360	en-US	295	Growth Factors elbow 			"<p>Growth factors, also known as trophic factors are various substances of a protein nature that together with hormones and neurotransmitters play an important role in intercellular communication, are often used to treat various conditions such as tennis elbow.</p>
"	['growth', 'factor', 'also', 'known', 'trophic', 'factor', 'variou', 'substanc', 'protein', 'natur', 'togeth', 'hormon', 'neurotransmitt', 'play', 'import', 'role', 'intercellular', 'commun', 'often', 'use', 'treat', 'variou', 'condit', 'tenni', 'elbow']
1364	en-US	297	Shoulder dislocation 			"<p>&nbsp;</p>

<p>The shoulder dislocation is an injury that occurs when the humeral head (the main arm bone) slips out of the joint cavity. Usually the result of a direct blow to the shoulder or a fall in the whole body on the extension arm rests. It is a painful injury that prevents moving the arm. Sometimes the humerus comes to tear the capsule that surrounds and damages the ligaments of the shoulder, making projecting the bulk of the humeral head. They are more likely to suffer an injury that people who practice certain sports, like judo, hockey, rugby, skiing and handball. Usually, to treat dislocated shoulder sling is placed on the arm for at least four weeks. Next, it is advisable to do rehabilitation exercises to strengthen the muscles in the area. If the injury is repeated frequently, surgery may be necessary.</p>
"	['shoulder', 'disloc', 'injuri', 'occur', 'humer', 'head', 'main', 'arm', 'bone', 'slip', 'joint', 'caviti', 'usual', 'result', 'direct', 'blow', 'shoulder', 'fall', 'whole', 'bodi', 'extens', 'arm', 'rest', 'It', 'pain', 'injuri', 'prevent', 'move', 'arm', 'sometim', 'humeru', 'come', 'tear', 'capsul', 'surround', 'damag', 'ligament', 'shoulder', 'make', 'project', 'bulk', 'humer', 'head', 'like', 'suffer', 'injuri', 'peopl', 'practic', 'certain', 'sport', 'like', 'judo', 'hockey', 'rugbi', 'ski', 'handbal', 'usual', 'treat', 'disloc', 'shoulder', 'sling', 'place', 'arm', 'least', 'four', 'week', 'next', 'advis', 'rehabilit', 'exercis', 'strengthen', 'muscl', 'area', 'If', 'injuri', 'repeat', 'frequent', 'surgeri', 'may', 'necessari']
1368	en-US	298	Rotator cuff injury 			"<p>The rotator cuff injury is an inflammatory process, or partial or total damage of the shoulder tendons. The <strong>rotator cuff</strong> is a group of four tendons that come together and surround ahead, behind and above the head of the humerus. These tendons are connected individually with major muscles attached to the shoulder blade or scapula. By contracting these muscles, stimulate the rotator cuff tendons, causing the lifting movements, separation <strong>and</strong> internal and external <strong>rotation,</strong> hence the name &quot;rotator cuff&quot;.</p>
"	['rotat', 'cuff', 'injuri', 'inflammatori', 'process', 'partial', 'total', 'damag', 'shoulder', 'tendon', 'rotat', 'cuff', 'group', 'four', 'tendon', 'come', 'togeth', 'surround', 'ahead', 'behind', 'abov', 'head', 'humeru', 'tendon', 'connect', 'individu', 'major', 'muscl', 'attach', 'shoulder', 'blade', 'scapula', 'By', 'contract', 'muscl', 'stimul', 'rotat', 'cuff', 'tendon', 'caus', 'lift', 'movement', 'separ', 'intern', 'extern', 'rotat', 'henc', 'name', 'rotat', 'cuff']
1370	en-US	336	Growth Factors hip 			"<p>Growth factors are proteins of multiple types, according to the cells that manufacture them, which are used for their regenerative and anti-inflammatory capacity. In traumatology the Growth Factors derived from platelets are applied to prevent and treat lesions due to their wide action in cells of different tissues.</p>
"	['growth', 'factor', 'protein', 'multipl', 'type', 'accord', 'cell', 'manufactur', 'use', 'regen', 'capac', 'In', 'traumatolog', 'growth', 'factor', 'deriv', 'platelet', 'appli', 'prevent', 'treat', 'lesion', 'due', 'wide', 'action', 'cell', 'differ', 'tissu']
1372	en-US	299	Shoulder Tendinitis 			"<p>&nbsp;</p>

<p>Tendinitis means inflammation of a tendon, in which micro cracks and areas of necrosis. The shoulder tendinitis can affect especially the long head of the brachial biceps and muscles called the rotator cuff: supraspinatus, infraspinatus, teres minor and subscapularis. The main causes of this injury include age, repetitive in certain work activities or throwing sports movement, and poor blood supply to the tendons of the supraspinatus and infraspinatus muscles, a fact that favors degenerative processes. Symptoms of shoulder tendinitis are inflammatory pain, the pressure on the tendon, pain in performing active movements of the shoulder and pain upon stretching the muscle tendon. The appropriate treatment for shoulder tendonitis is physiotherapy.</p>
"	['tendin', 'mean', 'inflamm', 'tendon', 'micro', 'crack', 'area', 'necrosi', 'shoulder', 'tendin', 'affect', 'especi', 'long', 'head', 'brachial', 'bicep', 'muscl', 'call', 'rotat', 'cuff', 'supraspinatu', 'infraspinatu', 'tere', 'minor', 'subscapulari', 'main', 'caus', 'thi', 'injuri', 'includ', 'age', 'repetit', 'certain', 'work', 'activ', 'throw', 'sport', 'movement', 'poor', 'blood', 'suppli', 'tendon', 'supraspinatu', 'infraspinatu', 'muscl', 'fact', 'favor', 'degen', 'process', 'symptom', 'shoulder', 'tendin', 'inflammatori', 'pain', 'pressur', 'tendon', 'pain', 'perform', 'activ', 'movement', 'shoulder', 'pain', 'upon', 'stretch', 'muscl', 'tendon', 'appropri', 'treatment', 'shoulder', 'tendon', 'physiotherapi']
1376	en-US	300	Fracture Shoulder 			"<p>The shoulder fracture is a break or a crack in the collarbone, in the scapula or the proximal humerus. In the latter case it would be called fracture of the humerus. Shoulder fractures often result from a sudden force applied on the arm (a sharp drop, bump occurred during sports or a car accident). The most common symptoms of this injury are pain, swelling, tenderness, deformity under the skin, violet color or skin discoloration, cracking and inability to move the arm. In general, the treatment of a fractured shoulder surgery needed, but we must also take into account the conservative options and minimally invasive surgical options such as arthroscopy.</p>
"	['shoulder', 'fractur', 'break', 'crack', 'collarbon', 'scapula', 'proxim', 'humeru', 'In', 'latter', 'case', 'would', 'call', 'fractur', 'humeru', 'shoulder', 'fractur', 'often', 'result', 'sudden', 'forc', 'appli', 'arm', 'sharp', 'drop', 'bump', 'occur', 'dure', 'sport', 'car', 'accid', 'common', 'symptom', 'thi', 'injuri', 'pain', 'swell', 'tender', 'deform', 'skin', 'violet', 'color', 'skin', 'discolor', 'crack', 'inabl', 'move', 'arm', 'In', 'gener', 'treatment', 'fractur', 'shoulder', 'surgeri', 'need', 'must', 'also', 'take', 'account', 'conserv', 'option', 'minim', 'invas', 'surgic', 'option', 'arthroscopi']
1381	en-US	301	Frozen Shoulder 			"<p>Frozen shoulder is a condition that causes progressive loss of movement of shoulder inflammation and reducing the volume of the joint ligaments. The causes of this disease are not known, which normally heals gradually in a few months. In the initial phase, the patient feels intense pain in the shoulder that is accentuated during the night hours. As time passes and into the freezing phase, the pain decreases but the shoulder gradually becomes rigid, stage that can extend many months. Treatment for frozen shoulder is based on anti-inflammatory, analgesic and stretching.</p>
"	['frozen', 'shoulder', 'condit', 'caus', 'progress', 'loss', 'movement', 'shoulder', 'inflamm', 'reduc', 'volum', 'joint', 'ligament', 'caus', 'thi', 'diseas', 'known', 'normal', 'heal', 'gradual', 'month', 'In', 'initi', 'phase', 'patient', 'feel', 'intens', 'pain', 'shoulder', 'accentu', 'dure', 'night', 'hour', 'As', 'time', 'pass', 'freez', 'phase', 'pain', 'decreas', 'shoulder', 'gradual', 'becom', 'rigid', 'stage', 'extend', 'mani', 'month', 'treatment', 'frozen', 'shoulder', 'base', 'analges', 'stretch']
1385	en-US	302	Bursitis 			"<p>Bursitis is the painful inflammation or irritation of some bags, called bursae, which are located in places where there are points of friction, such as muscles, tendons or bones. The function of these bags is to help the normal motion of joints and avoid friction between them. Bursitis is manifested, among other places, on the shoulders (shoulder bursitis), knees, hips, pelvis, elbows, toes and heels. The causes of bursitis may be the overuse of a joint injury, rheumatoid arthritis, gout or infection. The symptoms of bursitis include pain and inability to perform certain exercises or unusual movements in daily life. It can appear suddenly or gradually, something the patient feels the movement and touch, as the skin around the bursa is more sensitive. There are two types of bursitis: acute or chronic. In acute, the affected joint turn red and feel has a temperature above the rest of the body. It is painful and is usually caused by an infection or gout. In chronic, there is swelling and pain and reduces the normal movement, causing muscle atrophy and motor weakness. In most cases bursitis disappears without any specific treatment.</p>
"	['bursiti', 'pain', 'inflamm', 'irrit', 'bag', 'call', 'bursa', 'locat', 'place', 'point', 'friction', 'muscl', 'tendon', 'bone', 'function', 'bag', 'help', 'normal', 'motion', 'joint', 'avoid', 'friction', 'bursiti', 'manifest', 'among', 'place', 'shoulder', 'shoulder', 'bursiti', 'knee', 'hip', 'pelvi', 'elbow', 'toe', 'heel', 'caus', 'bursiti', 'may', 'overus', 'joint', 'injuri', 'rheumatoid', 'arthriti', 'gout', 'infect', 'symptom', 'bursiti', 'includ', 'pain', 'inabl', 'perform', 'certain', 'exercis', 'unusu', 'movement', 'daili', 'life', 'It', 'appear', 'suddenli', 'gradual', 'someth', 'patient', 'feel', 'movement', 'touch', 'skin', 'around', 'bursa', 'sensit', 'two', 'type', 'bursiti', 'acut', 'chronic', 'In', 'acut', 'affect', 'joint', 'turn', 'red', 'feel', 'ha', 'temperatur', 'abov', 'rest', 'bodi', 'It', 'pain', 'usual', 'caus', 'infect', 'gout', 'In', 'chronic', 'swell', 'pain', 'reduc', 'normal', 'movement', 'caus', 'muscl', 'atrophi', 'motor', 'weak', 'In', 'case', 'bursiti', 'disappear', 'without', 'ani', 'specif', 'treatment']
